in s,C1 in V,C2 in V,C4 in V
6.2000E-07,-2.029E-01,1.868E-01,9.990E-03
6.2080E-07,-1.932E-01,1.965E-01,9.990E-03
6.2160E-07,-1.736E-01,1.868E-01,9.990E-03
6.2240E-07,-1.834E-01,1.965E-01,9.990E-03
6.2320E-07,-1.639E-01,1.965E-01,9.990E-03
6.2400E-07,-1.834E-01,1.965E-01,9.990E-03
6.2480E-07,-1.932E-01,2.161E-01,9.990E-03
6.2560E-07,-2.029E-01,1.672E-01,9.990E-03
6.2640E-07,-1.932E-01,1.965E-01,9.990E-03
6.2720E-07,-1.639E-01,1.770E-01,9.990E-03
6.2800E-07,-2.029E-01,1.965E-01,9.990E-03
6.2880E-07,-1.834E-01,1.770E-01,9.990E-03
6.2960E-07,-1.736E-01,1.965E-01,9.990E-03
6.3040E-07,-1.932E-01,1.965E-01,9.990E-03
6.3120E-07,-1.834E-01,1.868E-01,9.990E-03
6.3200E-07,-2.225E-01,1.770E-01,9.990E-03
6.3280E-07,-1.932E-01,1.672E-01,9.990E-03
6.3360E-07,-1.736E-01,1.965E-01,9.990E-03
6.3440E-07,-1.248E-01,1.868E-01,9.990E-03
6.3520E-07,-1.541E-01,1.868E-01,9.990E-03
6.3600E-07,-1.541E-01,1.672E-01,9.990E-03
6.3680E-07,-1.639E-01,1.575E-01,9.990E-03
6.3760E-07,-1.834E-01,1.575E-01,9.990E-03
6.3840E-07,-1.541E-01,1.575E-01,9.990E-03
6.3920E-07,-1.834E-01,1.672E-01,9.990E-03
6.4000E-07,-1.736E-01,1.770E-01,9.990E-03
6.4080E-07,-1.443E-01,1.672E-01,9.990E-03
6.4160E-07,-1.443E-01,1.770E-01,9.990E-03
6.4240E-07,-1.736E-01,1.770E-01,9.990E-03
6.4320E-07,-1.541E-01,1.965E-01,9.990E-03
6.4400E-07,-1.834E-01,1.672E-01,9.990E-03
6.4480E-07,-1.639E-01,1.965E-01,9.990E-03
6.4560E-07,-1.639E-01,1.672E-01,9.990E-03
6.4640E-07,-1.346E-01,1.770E-01,9.990E-03
6.4720E-07,-1.639E-01,1.770E-01,9.990E-03
6.4800E-07,-1.346E-01,1.868E-01,9.990E-03
6.4880E-07,-1.639E-01,1.770E-01,9.990E-03
6.4960E-07,-1.541E-01,1.672E-01,9.990E-03
6.5040E-07,-1.639E-01,1.672E-01,9.990E-03
6.5120E-07,-1.736E-01,1.868E-01,9.990E-03
6.5200E-07,-1.541E-01,1.770E-01,9.990E-03
6.5280E-07,-1.736E-01,1.672E-01,9.990E-03
6.5360E-07,-1.639E-01,1.477E-01,9.990E-03
6.5440E-07,-1.443E-01,1.575E-01,9.990E-03
6.5520E-07,-1.639E-01,1.282E-01,9.990E-03
6.5600E-07,-1.541E-01,1.184E-01,9.990E-03
6.5680E-07,-1.541E-01,1.282E-01,9.990E-03
6.5760E-07,-1.639E-01,1.477E-01,9.990E-03
6.5840E-07,-1.541E-01,1.282E-01,9.990E-03
6.5920E-07,-1.346E-01,1.575E-01,9.990E-03
6.6000E-07,-1.443E-01,1.477E-01,9.990E-03
6.6080E-07,-1.541E-01,1.575E-01,9.990E-03
6.6160E-07,-1.541E-01,1.575E-01,9.990E-03
6.6240E-07,-1.248E-01,1.379E-01,9.990E-03
6.6320E-07,-1.248E-01,1.184E-01,9.990E-03
6.6400E-07,-1.639E-01,1.282E-01,9.990E-03
6.6480E-07,-1.248E-01,1.379E-01,9.990E-03
6.6560E-07,-1.443E-01,1.379E-01,9.990E-03
6.6640E-07,-1.346E-01,1.575E-01,9.990E-03
6.6720E-07,-1.932E-01,1.672E-01,9.990E-03
6.6800E-07,-1.443E-01,1.282E-01,9.990E-03
6.6880E-07,-1.443E-01,1.770E-01,9.990E-03
6.6960E-07,-1.639E-01,1.477E-01,9.990E-03
6.7040E-07,-1.346E-01,1.184E-01,9.990E-03
6.7120E-07,-1.248E-01,1.379E-01,9.990E-03
6.7200E-07,-1.346E-01,1.379E-01,9.990E-03
6.7280E-07,-1.443E-01,1.282E-01,9.990E-03
6.7360E-07,-1.053E-01,1.282E-01,9.990E-03
6.7440E-07,-1.053E-01,1.282E-01,9.990E-03
6.7520E-07,-1.053E-01,1.868E-01,9.990E-03
6.7600E-07,-1.248E-01,1.282E-01,9.990E-03
6.7680E-07,-1.639E-01,1.477E-01,9.990E-03
6.7760E-07,-1.639E-01,1.282E-01,9.990E-03
6.7840E-07,-1.346E-01,1.575E-01,9.990E-03
6.7920E-07,-1.346E-01,1.575E-01,9.990E-03
6.8000E-07,-1.150E-01,1.282E-01,9.990E-03
6.8080E-07,-1.053E-01,1.184E-01,9.990E-03
6.8160E-07,-1.248E-01,1.477E-01,9.990E-03
6.8240E-07,-1.248E-01,1.477E-01,9.990E-03
6.8320E-07,-1.346E-01,1.282E-01,9.990E-03
6.8400E-07,-1.150E-01,1.184E-01,9.990E-03
6.8480E-07,-9.551E-02,1.184E-01,9.990E-03
6.8560E-07,-1.443E-01,1.086E-01,9.990E-03
6.8640E-07,-1.150E-01,1.282E-01,9.990E-03
6.8720E-07,-1.053E-01,1.379E-01,9.990E-03
6.8800E-07,-1.248E-01,1.282E-01,9.990E-03
6.8880E-07,-1.150E-01,1.086E-01,9.990E-03
6.8960E-07,-1.150E-01,1.184E-01,9.990E-03
6.9040E-07,-1.248E-01,1.282E-01,9.990E-03
6.9120E-07,-1.053E-01,1.086E-01,9.990E-03
6.9200E-07,-1.443E-01,1.379E-01,9.990E-03
6.9280E-07,-9.551E-02,1.282E-01,9.990E-03
6.9360E-07,-9.551E-02,1.184E-01,9.990E-03
6.9440E-07,-1.053E-01,8.910E-02,9.990E-03
6.9520E-07,-8.574E-02,1.086E-01,9.990E-03
6.9600E-07,-1.248E-01,1.379E-01,9.990E-03
6.9680E-07,-1.053E-01,1.086E-01,9.990E-03
6.9760E-07,-8.574E-02,1.379E-01,9.990E-03
6.9840E-07,-1.053E-01,1.477E-01,9.990E-03
6.9920E-07,-1.053E-01,1.477E-01,9.990E-03
7.0000E-07,-8.574E-02,1.086E-01,9.990E-03
7.0080E-07,-1.053E-01,1.086E-01,9.990E-03
7.0160E-07,-1.053E-01,1.477E-01,9.990E-03
7.0240E-07,-1.248E-01,1.184E-01,9.990E-03
7.0320E-07,-8.574E-02,1.184E-01,9.990E-03
7.0400E-07,-1.053E-01,1.086E-01,9.990E-03
7.0480E-07,-1.150E-01,8.910E-02,9.990E-03
7.0560E-07,-1.053E-01,8.910E-02,9.990E-03
7.0640E-07,-8.574E-02,8.910E-02,9.990E-03
7.0720E-07,-1.150E-01,1.184E-01,9.990E-03
7.0800E-07,-9.551E-02,1.086E-01,9.990E-03
7.0880E-07,-1.053E-01,9.887E-02,9.990E-03
7.0960E-07,-8.574E-02,8.910E-02,9.990E-03
7.1040E-07,-1.150E-01,1.086E-01,9.990E-03
7.1120E-07,-9.551E-02,8.910E-02,9.990E-03
7.1200E-07,-1.150E-01,1.086E-01,9.990E-03
7.1280E-07,-1.150E-01,1.184E-01,9.990E-03
7.1360E-07,-8.574E-02,1.086E-01,9.990E-03
7.1440E-07,-6.621E-02,1.086E-01,9.990E-03
7.1520E-07,-1.053E-01,9.887E-02,9.990E-03
7.1600E-07,-6.621E-02,7.934E-02,9.990E-03
7.1680E-07,-9.551E-02,5.980E-02,9.990E-03
7.1760E-07,-9.551E-02,8.910E-02,9.990E-03
7.1840E-07,-6.621E-02,1.184E-01,9.990E-03
7.1920E-07,-1.150E-01,9.887E-02,9.990E-03
7.2000E-07,-8.574E-02,1.282E-01,9.990E-03
7.2080E-07,-1.053E-01,1.086E-01,9.990E-03
7.2160E-07,-1.248E-01,9.887E-02,9.990E-03
7.2240E-07,-1.150E-01,8.910E-02,9.990E-03
7.2320E-07,-1.150E-01,8.910E-02,9.990E-03
7.2400E-07,-8.574E-02,1.184E-01,9.990E-03
7.2480E-07,-1.053E-01,8.910E-02,9.990E-03
7.2560E-07,-6.621E-02,8.910E-02,9.990E-03
7.2640E-07,-6.621E-02,1.477E-01,9.990E-03
7.2720E-07,-1.150E-01,8.910E-02,9.990E-03
7.2800E-07,-5.645E-02,6.957E-02,9.990E-03
7.2880E-07,-7.598E-02,9.887E-02,9.990E-03
7.2960E-07,-5.645E-02,7.934E-02,9.990E-03
7.3040E-07,-8.574E-02,7.934E-02,9.990E-03
7.3120E-07,-6.621E-02,7.934E-02,9.990E-03
7.3200E-07,-8.574E-02,6.957E-02,9.990E-03
7.3280E-07,-7.598E-02,5.004E-02,9.990E-03
7.3360E-07,-5.645E-02,8.910E-02,9.990E-03
7.3440E-07,-7.598E-02,8.910E-02,9.990E-03
7.3520E-07,-6.621E-02,8.910E-02,9.990E-03
7.3600E-07,-7.598E-02,5.980E-02,9.990E-03
7.3680E-07,-7.598E-02,6.957E-02,9.990E-03
7.3760E-07,-9.551E-02,8.910E-02,9.990E-03
7.3840E-07,-8.574E-02,8.910E-02,9.990E-03
7.3920E-07,-7.598E-02,7.934E-02,9.990E-03
7.4000E-07,-5.645E-02,7.934E-02,9.990E-03
7.4080E-07,-8.574E-02,5.980E-02,9.990E-03
7.4160E-07,-7.598E-02,8.910E-02,9.990E-03
7.4240E-07,-6.621E-02,7.934E-02,9.990E-03
7.4320E-07,-7.598E-02,8.910E-02,9.990E-03
7.4400E-07,-5.645E-02,7.934E-02,9.990E-03
7.4480E-07,-2.715E-02,5.980E-02,9.990E-03
7.4560E-07,-9.551E-02,5.004E-02,9.990E-03
7.4640E-07,-5.645E-02,5.980E-02,9.990E-03
7.4720E-07,-7.598E-02,5.980E-02,9.990E-03
7.4800E-07,-6.621E-02,5.004E-02,9.990E-03
7.4880E-07,-5.645E-02,5.980E-02,9.990E-03
7.4960E-07,-5.645E-02,7.934E-02,9.990E-03
7.5040E-07,-1.053E-01,8.910E-02,9.990E-03
7.5120E-07,-7.598E-02,7.934E-02,9.990E-03
7.5200E-07,-5.645E-02,8.910E-02,9.990E-03
7.5280E-07,-8.574E-02,7.934E-02,9.990E-03
7.5360E-07,-6.621E-02,8.910E-02,9.990E-03
7.5440E-07,-7.598E-02,6.957E-02,9.990E-03
7.5520E-07,-3.691E-02,6.957E-02,9.990E-03
7.5600E-07,-8.574E-02,8.910E-02,9.990E-03
7.5680E-07,-4.668E-02,9.887E-02,9.990E-03
7.5760E-07,-8.574E-02,5.980E-02,9.990E-03
7.5840E-07,-5.645E-02,7.934E-02,9.990E-03
7.5920E-07,-7.598E-02,5.980E-02,9.990E-03
7.6000E-07,-6.621E-02,5.980E-02,9.990E-03
7.6080E-07,-5.645E-02,7.934E-02,9.990E-03
7.6160E-07,-4.668E-02,7.934E-02,9.990E-03
7.6240E-07,-8.574E-02,7.934E-02,9.990E-03
7.6320E-07,-7.598E-02,7.934E-02,9.990E-03
7.6400E-07,-5.645E-02,6.957E-02,9.990E-03
7.6480E-07,-7.598E-02,7.934E-02,9.990E-03
7.6560E-07,-6.621E-02,8.910E-02,9.990E-03
7.6640E-07,-5.645E-02,5.980E-02,9.990E-03
7.6720E-07,-5.645E-02,7.934E-02,9.990E-03
7.6800E-07,-7.598E-02,5.004E-02,9.990E-03
7.6880E-07,-7.598E-02,5.004E-02,9.990E-03
7.6960E-07,-5.645E-02,6.957E-02,9.990E-03
7.7040E-07,-4.668E-02,5.004E-02,9.990E-03
7.7120E-07,-7.598E-02,7.934E-02,9.990E-03
7.7200E-07,-6.621E-02,8.910E-02,9.990E-03
7.7280E-07,-4.668E-02,5.980E-02,9.990E-03
7.7360E-07,-7.598E-02,8.910E-02,9.990E-03
7.7440E-07,-5.645E-02,7.934E-02,9.990E-03
7.7520E-07,-8.574E-02,8.910E-02,9.990E-03
7.7600E-07,-3.691E-02,7.934E-02,9.990E-03
7.7680E-07,-2.715E-02,5.980E-02,9.990E-03
7.7760E-07,-4.668E-02,1.086E-01,9.990E-03
7.7840E-07,-2.715E-02,5.980E-02,9.990E-03
7.7920E-07,-7.598E-02,5.980E-02,9.990E-03
7.8000E-07,-2.715E-02,8.910E-02,9.990E-03
7.8080E-07,-2.715E-02,3.051E-02,9.990E-03
7.8160E-07,-1.053E-01,9.887E-02,9.990E-03
7.8240E-07,-3.691E-02,5.980E-02,9.990E-03
7.8320E-07,-6.621E-02,5.980E-02,9.990E-03
7.8400E-07,-7.598E-02,5.004E-02,9.990E-03
7.8480E-07,-8.574E-02,9.887E-02,9.990E-03
7.8560E-07,-3.691E-02,5.004E-02,9.990E-03
7.8640E-07,-2.715E-02,8.910E-02,9.990E-03
7.8720E-07,-5.645E-02,4.027E-02,9.990E-03
7.8800E-07,-2.715E-02,6.957E-02,9.990E-03
7.8880E-07,-5.645E-02,6.957E-02,9.990E-03
7.8960E-07,-3.691E-02,5.980E-02,9.990E-03
7.9040E-07,-4.668E-02,7.934E-02,9.990E-03
7.9120E-07,-6.621E-02,8.910E-02,9.990E-03
7.9200E-07,-1.738E-02,3.051E-02,9.990E-03
7.9280E-07,-4.668E-02,2.074E-02,9.990E-03
7.9360E-07,-2.715E-02,5.980E-02,9.990E-03
7.9440E-07,-5.645E-02,3.051E-02,9.990E-03
7.9520E-07,-4.668E-02,7.934E-02,9.990E-03
7.9600E-07,-7.617E-03,5.980E-02,9.990E-03
7.9680E-07,-5.645E-02,7.934E-02,9.990E-03
7.9760E-07,-6.621E-02,5.980E-02,9.990E-03
7.9840E-07,-3.691E-02,4.027E-02,9.990E-03
7.9920E-07,-3.691E-02,5.004E-02,9.990E-03
8.0000E-07,-4.668E-02,5.980E-02,9.990E-03
8.0080E-07,-5.645E-02,5.004E-02,9.990E-03
8.0160E-07,-5.645E-02,5.980E-02,9.990E-03
8.0240E-07,-3.691E-02,5.980E-02,9.990E-03
8.0320E-07,-2.715E-02,5.004E-02,9.990E-03
8.0400E-07,-4.668E-02,5.004E-02,9.990E-03
8.0480E-07,-7.598E-02,4.027E-02,9.990E-03
8.0560E-07,-4.668E-02,5.004E-02,9.990E-03
8.0640E-07,-4.668E-02,3.051E-02,9.990E-03
8.0720E-07,-5.645E-02,5.980E-02,9.990E-03
8.0800E-07,-6.621E-02,4.027E-02,9.990E-03
8.0880E-07,-2.715E-02,3.051E-02,9.990E-03
8.0960E-07,-4.668E-02,5.004E-02,9.990E-03
8.1040E-07,-5.645E-02,5.004E-02,9.990E-03
8.1120E-07,-4.668E-02,4.027E-02,9.990E-03
8.1200E-07,-5.645E-02,5.004E-02,9.990E-03
8.1280E-07,-4.668E-02,3.051E-02,9.990E-03
8.1360E-07,-5.645E-02,2.074E-02,9.990E-03
8.1440E-07,-3.691E-02,5.980E-02,9.990E-03
8.1520E-07,-4.668E-02,3.051E-02,9.990E-03
8.1600E-07,-3.691E-02,5.004E-02,9.990E-03
8.1680E-07,-3.691E-02,3.051E-02,9.990E-03
8.1760E-07,-3.691E-02,3.051E-02,9.990E-03
8.1840E-07,-5.645E-02,4.027E-02,9.990E-03
8.1920E-07,-6.621E-02,6.957E-02,9.990E-03
8.2000E-07,-5.645E-02,5.004E-02,9.990E-03
8.2080E-07,-1.738E-02,5.004E-02,9.990E-03
8.2160E-07,-4.668E-02,5.980E-02,9.990E-03
8.2240E-07,-4.668E-02,5.004E-02,9.990E-03
8.2320E-07,-2.715E-02,3.051E-02,9.990E-03
8.2400E-07,-6.621E-02,5.004E-02,9.990E-03
8.2480E-07,-3.691E-02,4.027E-02,9.990E-03
8.2560E-07,-2.715E-02,2.074E-02,9.990E-03
8.2640E-07,-6.621E-02,4.027E-02,9.990E-03
8.2720E-07,-4.668E-02,3.051E-02,9.990E-03
8.2800E-07,-7.617E-03,3.051E-02,9.990E-03
8.2880E-07,-4.668E-02,5.980E-02,9.990E-03
8.2960E-07,-3.691E-02,6.957E-02,9.990E-03
8.3040E-07,-2.715E-02,3.051E-02,9.990E-03
8.3120E-07,-4.668E-02,6.957E-02,9.990E-03
8.3200E-07,-4.668E-02,2.074E-02,9.990E-03
8.3280E-07,-5.645E-02,7.934E-02,9.990E-03
8.3360E-07,-4.668E-02,2.074E-02,9.990E-03
8.3440E-07,-1.738E-02,2.074E-02,9.990E-03
8.3520E-07,-4.668E-02,3.051E-02,9.990E-03
8.3600E-07,-1.738E-02,3.051E-02,9.990E-03
8.3680E-07,-3.691E-02,5.980E-02,9.990E-03
8.3760E-07,-3.691E-02,5.004E-02,9.990E-03
8.3840E-07,-4.668E-02,5.004E-02,9.990E-03
8.3920E-07,-4.668E-02,3.051E-02,9.990E-03
8.4000E-07,-4.668E-02,3.051E-02,9.990E-03
8.4080E-07,2.148E-03,5.004E-02,9.990E-03
8.4160E-07,-3.691E-02,5.980E-02,9.990E-03
8.4240E-07,-4.668E-02,2.074E-02,9.990E-03
8.4320E-07,-5.645E-02,3.051E-02,9.990E-03
8.4400E-07,-3.691E-02,5.004E-02,9.990E-03
8.4480E-07,-2.715E-02,2.074E-02,9.990E-03
8.4560E-07,-4.668E-02,5.980E-02,9.990E-03
8.4640E-07,-7.617E-03,5.980E-02,9.990E-03
8.4720E-07,-1.738E-02,3.051E-02,9.990E-03
8.4800E-07,-2.715E-02,5.004E-02,9.990E-03
8.4880E-07,-4.668E-02,5.980E-02,9.990E-03
8.4960E-07,-6.621E-02,3.051E-02,9.990E-03
8.5040E-07,2.148E-03,4.027E-02,9.990E-03
8.5120E-07,-3.691E-02,5.004E-02,9.990E-03
8.5200E-07,-2.715E-02,4.027E-02,9.990E-03
8.5280E-07,-1.738E-02,6.957E-02,9.990E-03
8.5360E-07,-3.691E-02,1.098E-02,9.990E-03
8.5440E-07,-1.738E-02,3.051E-02,9.990E-03
8.5520E-07,-1.738E-02,4.027E-02,9.990E-03
8.5600E-07,-3.691E-02,3.051E-02,9.990E-03
8.5680E-07,-1.738E-02,3.051E-02,9.990E-03
8.5760E-07,-2.715E-02,5.004E-02,9.990E-03
8.5840E-07,-4.668E-02,5.004E-02,9.990E-03
8.5920E-07,-4.668E-02,5.004E-02,9.990E-03
8.6000E-07,-4.668E-02,2.074E-02,9.990E-03
8.6080E-07,-3.691E-02,6.957E-02,9.990E-03
8.6160E-07,-1.738E-02,5.980E-02,9.990E-03
8.6240E-07,-2.715E-02,4.027E-02,9.990E-03
8.6320E-07,-2.715E-02,6.957E-02,9.990E-03
8.6400E-07,-4.668E-02,4.027E-02,9.990E-03
8.6480E-07,-2.715E-02,2.074E-02,9.990E-03
8.6560E-07,-1.738E-02,3.051E-02,9.990E-03
8.6640E-07,-7.617E-03,2.074E-02,9.990E-03
8.6720E-07,-3.691E-02,4.027E-02,9.990E-03
8.6800E-07,-2.715E-02,3.051E-02,9.990E-03
8.6880E-07,-1.738E-02,4.027E-02,9.990E-03
8.6960E-07,-1.738E-02,4.027E-02,9.990E-03
8.7040E-07,-2.715E-02,5.980E-02,9.990E-03
8.7120E-07,-1.738E-02,4.027E-02,9.990E-03
8.7200E-07,-1.738E-02,5.980E-02,9.990E-03
8.7280E-07,-7.617E-03,1.098E-02,9.990E-03
8.7360E-07,-3.691E-02,3.051E-02,9.990E-03
8.7440E-07,-1.738E-02,5.004E-02,9.990E-03
8.7520E-07,-6.621E-02,5.004E-02,9.990E-03
8.7600E-07,-1.738E-02,5.004E-02,9.990E-03
8.7680E-07,-1.738E-02,4.027E-02,9.990E-03
8.7760E-07,-6.621E-02,4.027E-02,9.990E-03
8.7840E-07,1.191E-02,5.004E-02,9.990E-03
8.7920E-07,-4.668E-02,3.051E-02,9.990E-03
8.8000E-07,-3.691E-02,5.004E-02,9.990E-03
8.8080E-07,-1.738E-02,5.004E-02,9.990E-03
8.8160E-07,-2.715E-02,3.051E-02,9.990E-03
8.8240E-07,-7.617E-03,5.004E-02,9.990E-03
8.8320E-07,-7.617E-03,5.004E-02,9.990E-03
8.8400E-07,-3.691E-02,5.980E-02,9.990E-03
8.8480E-07,-1.738E-02,5.004E-02,9.990E-03
8.8560E-07,-7.617E-03,4.027E-02,9.990E-03
8.8640E-07,-1.738E-02,5.980E-02,9.990E-03
8.8720E-07,-3.691E-02,2.074E-02,9.990E-03
8.8800E-07,-2.715E-02,1.211E-03,9.990E-03
8.8880E-07,-1.738E-02,3.051E-02,9.990E-03
8.8960E-07,-1.738E-02,3.051E-02,9.990E-03
8.9040E-07,-5.645E-02,4.027E-02,9.990E-03
8.9120E-07,-2.715E-02,5.004E-02,9.990E-03
8.9200E-07,2.148E-03,2.074E-02,9.990E-03
8.9280E-07,-7.617E-03,6.957E-02,9.990E-03
8.9360E-07,-1.738E-02,5.980E-02,9.990E-03
8.9440E-07,-1.738E-02,1.211E-03,9.990E-03
8.9520E-07,-1.738E-02,7.934E-02,9.990E-03
8.9600E-07,-4.668E-02,5.004E-02,9.990E-03
8.9680E-07,-7.617E-03,3.051E-02,9.990E-03
8.9760E-07,2.148E-03,3.051E-02,9.990E-03
8.9840E-07,1.191E-02,2.074E-02,9.990E-03
8.9920E-07,2.148E-03,5.004E-02,9.990E-03
9.0000E-07,1.191E-02,4.027E-02,9.990E-03
9.0080E-07,-4.668E-02,5.004E-02,9.990E-03
9.0160E-07,-1.738E-02,5.004E-02,9.990E-03
9.0240E-07,-1.738E-02,5.004E-02,9.990E-03
9.0320E-07,-4.668E-02,2.074E-02,9.990E-03
9.0400E-07,-1.738E-02,2.074E-02,9.990E-03
9.0480E-07,-1.738E-02,1.098E-02,9.990E-03
9.0560E-07,-2.715E-02,2.074E-02,9.990E-03
9.0640E-07,-1.738E-02,2.074E-02,9.990E-03
9.0720E-07,-5.645E-02,1.211E-03,9.990E-03
9.0800E-07,-3.691E-02,4.027E-02,9.990E-03
9.0880E-07,-2.715E-02,5.004E-02,9.990E-03
9.0960E-07,-2.715E-02,-8.555E-03,9.990E-03
9.1040E-07,-3.691E-02,4.027E-02,9.990E-03
9.1120E-07,2.148E-03,1.211E-03,9.990E-03
9.1200E-07,-7.617E-03,3.051E-02,9.990E-03
9.1280E-07,-5.645E-02,5.004E-02,9.990E-03
9.1360E-07,-1.738E-02,-8.555E-03,9.990E-03
9.1440E-07,-7.617E-03,3.051E-02,9.990E-03
9.1520E-07,-7.617E-03,3.051E-02,9.990E-03
9.1600E-07,-4.668E-02,1.098E-02,9.990E-03
9.1680E-07,-1.738E-02,2.074E-02,9.990E-03
9.1760E-07,1.191E-02,3.051E-02,9.990E-03
9.1840E-07,-2.715E-02,5.004E-02,9.990E-03
9.1920E-07,-1.738E-02,5.004E-02,9.990E-03
9.2000E-07,2.148E-03,2.074E-02,9.990E-03
9.2080E-07,-1.738E-02,4.027E-02,9.990E-03
9.2160E-07,-7.617E-03,4.027E-02,9.990E-03
9.2240E-07,-1.738E-02,3.051E-02,9.990E-03
9.2320E-07,-7.617E-03,1.098E-02,9.990E-03
9.2400E-07,-7.617E-03,3.051E-02,9.990E-03
9.2480E-07,-1.738E-02,2.074E-02,9.990E-03
9.2560E-07,-1.738E-02,4.027E-02,9.990E-03
9.2640E-07,-2.715E-02,1.098E-02,9.990E-03
9.2720E-07,-1.738E-02,5.004E-02,9.990E-03
9.2800E-07,-7.617E-03,4.027E-02,9.990E-03
9.2880E-07,-3.691E-02,4.027E-02,9.990E-03
9.2960E-07,-3.691E-02,5.004E-02,9.990E-03
9.3040E-07,-1.738E-02,2.074E-02,9.990E-03
9.3120E-07,-2.715E-02,3.051E-02,9.990E-03
9.3200E-07,-3.691E-02,3.051E-02,9.990E-03
9.3280E-07,-2.715E-02,4.027E-02,9.990E-03
9.3360E-07,2.148E-03,4.027E-02,9.990E-03
9.3440E-07,2.168E-02,5.004E-02,9.990E-03
9.3520E-07,-1.738E-02,5.980E-02,9.990E-03
9.3600E-07,-1.738E-02,2.074E-02,9.990E-03
9.3680E-07,-1.738E-02,4.027E-02,9.990E-03
9.3760E-07,-1.738E-02,4.027E-02,9.990E-03
9.3840E-07,-1.738E-02,2.074E-02,9.990E-03
9.3920E-07,-2.715E-02,2.074E-02,9.990E-03
9.4000E-07,-3.691E-02,2.074E-02,9.990E-03
9.4080E-07,-1.738E-02,2.074E-02,9.990E-03
9.4160E-07,-1.738E-02,4.027E-02,9.990E-03
9.4240E-07,-2.715E-02,3.051E-02,9.990E-03
9.4320E-07,-2.715E-02,1.098E-02,9.990E-03
9.4400E-07,-1.738E-02,2.074E-02,9.990E-03
9.4480E-07,2.168E-02,2.074E-02,9.990E-03
9.4560E-07,-7.617E-03,1.098E-02,9.990E-03
9.4640E-07,2.148E-03,3.051E-02,9.990E-03
9.4720E-07,-2.715E-02,2.074E-02,9.990E-03
9.4800E-07,-3.691E-02,2.074E-02,9.990E-03
9.4880E-07,-1.738E-02,3.051E-02,9.990E-03
9.4960E-07,-1.738E-02,2.074E-02,9.990E-03
9.5040E-07,-7.617E-03,3.051E-02,9.990E-03
9.5120E-07,-7.617E-03,1.211E-03,9.990E-03
9.5200E-07,-7.617E-03,3.051E-02,9.990E-03
9.5280E-07,2.148E-03,2.074E-02,9.990E-03
9.5360E-07,-7.617E-03,4.027E-02,9.990E-03
9.5440E-07,-7.617E-03,2.074E-02,9.990E-03
9.5520E-07,-1.738E-02,2.074E-02,9.990E-03
9.5600E-07,-7.617E-03,2.074E-02,9.990E-03
9.5680E-07,-1.738E-02,4.027E-02,9.990E-03
9.5760E-07,-7.617E-03,2.074E-02,9.990E-03
9.5840E-07,-1.738E-02,-8.555E-03,9.990E-03
9.5920E-07,-1.738E-02,4.027E-02,9.990E-03
9.6000E-07,-1.738E-02,1.098E-02,9.990E-03
9.6080E-07,-1.738E-02,2.074E-02,9.990E-03
9.6160E-07,-1.738E-02,6.957E-02,9.990E-03
9.6240E-07,1.191E-02,2.074E-02,9.990E-03
9.6320E-07,2.168E-02,5.980E-02,9.990E-03
9.6400E-07,-1.738E-02,5.004E-02,9.990E-03
9.6480E-07,-1.738E-02,1.098E-02,9.990E-03
9.6560E-07,-1.738E-02,2.074E-02,9.990E-03
9.6640E-07,-2.715E-02,3.051E-02,9.990E-03
9.6720E-07,-3.691E-02,2.074E-02,9.990E-03
9.6800E-07,-1.738E-02,1.211E-03,9.990E-03
9.6880E-07,1.191E-02,-8.555E-03,9.990E-03
9.6960E-07,1.191E-02,3.051E-02,9.990E-03
9.7040E-07,-1.738E-02,4.027E-02,9.990E-03
9.7120E-07,-3.691E-02,4.027E-02,9.990E-03
9.7200E-07,-1.738E-02,5.004E-02,9.990E-03
9.7280E-07,-2.715E-02,5.004E-02,9.990E-03
9.7360E-07,-1.738E-02,1.098E-02,9.990E-03
9.7440E-07,1.191E-02,2.074E-02,9.990E-03
9.7520E-07,-3.691E-02,2.074E-02,9.990E-03
9.7600E-07,2.148E-03,2.074E-02,9.990E-03
9.7680E-07,-7.617E-03,3.051E-02,9.990E-03
9.7760E-07,-3.691E-02,1.098E-02,9.990E-03
9.7840E-07,-1.738E-02,-8.555E-03,9.990E-03
9.7920E-07,-7.617E-03,4.027E-02,9.990E-03
9.8000E-07,-3.691E-02,1.098E-02,9.990E-03
9.8080E-07,-1.738E-02,6.957E-02,9.990E-03
9.8160E-07,-1.738E-02,2.074E-02,9.990E-03
9.8240E-07,-7.617E-03,3.051E-02,9.990E-03
9.8320E-07,-7.617E-03,2.074E-02,9.990E-03
9.8400E-07,-2.715E-02,2.074E-02,9.990E-03
9.8480E-07,-1.738E-02,2.074E-02,9.990E-03
9.8560E-07,1.191E-02,2.074E-02,9.990E-03
9.8640E-07,-1.738E-02,4.027E-02,9.990E-03
9.8720E-07,2.148E-03,1.098E-02,9.990E-03
9.8800E-07,-1.738E-02,2.074E-02,9.990E-03
9.8880E-07,2.168E-02,3.051E-02,9.990E-03
9.8960E-07,-7.617E-03,4.027E-02,9.990E-03
9.9040E-07,-1.738E-02,-8.555E-03,9.990E-03
9.9120E-07,-1.738E-02,1.098E-02,9.990E-03
9.9200E-07,-2.715E-02,3.051E-02,9.990E-03
